identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
3764,SDC,10053650,"Bone cancer, NOS",C4016,,2019-11-27 16:17:07.189885,,,,,,
1996,ICD10,C22.4,Malignant neoplasm: Other sarcomas of liver,C4437,,2019-11-27 16:16:29.229898,,,,,,
2983,ICD9,182,Malignant neoplasm of body of uterus (182),C3556,Malignant neoplasm of body of uterus ,2019-11-27 16:17:07.189885,,,,,,
1969,ICD10,C16.9,"Malignant neoplasm: Stomach, unspecified",C9331,,2019-11-27 16:16:29.229898,,,,,,
3518,Legacy Codes - CTEP,10033159,Ovarian epithelial cancer NOS,C4908,,2019-11-27 16:17:07.189885,,,,,,
2295,ICD10,C77.2,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes,C4904,,2019-11-27 16:16:29.229898,,,,,,
2520,ICD10,D01.40,Carcinoma in situ of unspecified part of intestine,C35180,,2019-11-27 16:16:29.229898,,,,,,
1946,ICD10,C10.9,"Malignant neoplasm: Oropharynx, unspecified",C7398,,2019-11-27 16:16:29.229898,,,,,,
1961,ICD10,C15.5,Malignant neoplasm: Lower third of oesophagus,C3535,,2019-11-27 16:16:29.229898,,,,,,
2430,ICD10,C85.80,"Other specified types of non-Hodgkin lymphoma, unspecified site",C3211,,2019-11-27 16:16:29.229898,,,,,,
7708,ICD-O-3,8800/3,"Sarcoma, NOS",C9118,,2022-08-24 22:34:32.347846,,C76.4,"Upper limb, NOS",8800/3C76.4,Sarcoma,
2745,ICD9,141.2,Malignant neoplasm of tip and lateral border of tongue (141.2),C9345,Malignant neoplasm of tip and lateral border of tongue ,2019-11-27 16:16:29.229898,,,,,,
2159,ICD10,C50.0,Malignant neoplasm: Nipple and areola,C5213,,2019-11-27 16:16:29.229898,,,,,,
3160,ICD9,202.08,Nodular lymphoma involving lymph nodes of multiple sites (202.08),C3209,Nodular lymphoma involving lymph nodes of multiple sites ,2019-11-27 16:17:07.189885,,,,,,
3492,Legacy Codes - CTEP,10026669,Malignant peritoneal neoplasm NOS,C40022,,2019-11-27 16:17:07.189885,,,,,,
2759,ICD9,143.1,Malignant neoplasm of lower gum (143.1),C9317,Malignant neoplasm of lower gum ,2019-11-27 16:16:29.229898,,,,,,
3203,ICD9,205,Myeloid leukemia (205),C3172,Myeloid leukemia ,2019-11-27 16:17:07.189885,,,,,,
2835,ICD9,153.9,"Malignant neoplasm of colon, unspecified (153.9)",C9242,"Malignant neoplasm of colon, unspecified ",2019-11-27 16:16:29.229898,,,,,,
2243,ICD10,C69.20,Malignant neoplasm of unspecified retina,C3216,,2019-11-27 16:16:29.229898,,,,,,
2719,ICD10,Z85.831,Personal history of malignant neoplasm of soft tissue,C18849,,2019-11-27 16:16:29.229898,,,,,,
1962,ICD10,C15.8,Malignant neoplasm: Overlapping lesion of oesophagus,C7478,,2019-11-27 16:16:29.229898,,,,,,
2645,ICD10,N32.9,"Bladder disorder, unspecified",C2900,,2019-11-27 16:16:29.229898,,,,,,
3084,ICD9,198.6,Secondary malignant neoplasm of ovary (198.6),C7456,Secondary malignant neoplasm of ovary ,2019-11-27 16:17:07.189885,,,,,,
2742,ICD9,141.0,Malignant neoplasm of base of tongue (141.0),C3524,Malignant neoplasm of base of tongue ,2019-11-27 16:16:29.229898,,,,,,
3747,SDC,10043738,"Thyroid cancer, NOS",C4815,,2019-11-27 16:17:07.189885,,,,,,
2924,ICD9,172.2,Malignant melanoma of skin of ear and external auditory canal (172.2),C3510,Malignant melanoma of skin of ear and external auditory canal ,2019-11-27 16:17:07.189885,,,,,,
1968,ICD10,C16.8,Malignant neoplasm: Overlapping lesion of stomach,C9331,,2019-11-27 16:16:29.229898,,,,,,
3266,ICD9,211.4,Benign neoplasm of rectum and anal canal (211.4),C4787,Benign neoplasm of rectum and anal canal ,2019-11-27 16:17:07.189885,,,,,,
2788,ICD9,147.0,Malignant neoplasm of superior wall of nasopharynx (147.0),C9321,Malignant neoplasm of superior wall of nasopharynx ,2019-11-27 16:16:29.229898,,,,,,
2055,ICD10,C38.1,Malignant neoplasm: Anterior mediastinum,C3549,,2019-11-27 16:16:29.229898,,,,,,
3630,SDC,10016180,Fallopian tube carcinoma,C3867,,2019-11-27 16:17:07.189885,,,,,,
3250,ICD9,209.2,Malignant carcinoid tumors of other and unspecified sites (209.2),C72074,Malignant carcinoid tumors of other and unspecified sites ,2019-11-27 16:17:07.189885,,,,,,
2190,ICD10,C50.929,Malignant neoplasm of unspecified site of unspecified male breast,C9335,,2019-11-27 16:16:29.229898,,,,,,
3278,ICD9,216.9,"Benign neoplasm of skin, site unspecified (216.9)",C2896,"Benign neoplasm of skin, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
2832,ICD9,153.6,Malignant neoplasm of ascending colon (153.6),C9242,Malignant neoplasm of ascending colon ,2019-11-27 16:16:29.229898,,,,,,
2211,ICD10,C57.02,Malignant neoplasm of left fallopian tube,C7480,,2019-11-27 16:16:29.229898,,,,,,
3638,SDC,10018192,"Urothelial tract/bladder cancer, NOS",C9297,,2019-11-27 16:17:07.189885,,,,,,
2210,ICD10,C57.00,Malignant neoplasm of unspecified fallopian tube,C7480,,2019-11-27 16:16:29.229898,,,,,,
2050,ICD10,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,C4571,,2019-11-27 16:16:29.229898,,,,,,
3517,Legacy Codes - CTEP,10031291,Osteosarcoma NOS,C9145,,2019-11-27 16:17:07.189885,,,,,,
3593,SDC,10003890,Precursor B-lymphoblastic leukemia (B-precursor ALL),C8644,,2019-11-27 16:17:07.189885,,,,,,
2135,ICD10,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,C4961,,2019-11-27 16:16:29.229898,,,,,,
2400,ICD10,C83.78,"Burkitt lymphoma, lymph nodes of multiple sites",C2912,,2019-11-27 16:16:29.229898,,,,,,
3721,SDC,10036525,Precursor B-lymphoblastic lymphoma,C8868,,2019-11-27 16:17:07.189885,,,,,,
2799,ICD9,149,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx (149)",C9316,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx ",2019-11-27 16:16:29.229898,,,,,,
3807,SDC,90600297,Healthy participant,C49651,,2019-11-27 16:17:07.189885,,,,,,
3544,Legacy Codes - CTEP,10041823,Squamous cell carcinoma,C2929,,2019-11-27 16:17:07.189885,,,,,,
3725,SDC,10036910,"Prostate cancer, NOS",C4863,,2019-11-27 16:17:07.189885,,,,,,
3658,SDC,10024312,"Leukemia, NOS",C3161,,2019-11-27 16:17:07.189885,,,,,,
2208,ICD10,C57,Malignant neoplasm of other and unspecified female genital organs,C4913,,2019-11-27 16:16:29.229898,,,,,,
3731,SDC,10039019,Rhabdoid tumor of the kidney,C8715,,2019-11-27 16:17:07.189885,,,,,,
2150,ICD10,C49.21,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",C4867,,2019-11-27 16:16:29.229898,,,,,,
3380,ICD9,621.8,"Other specified disorders of uterus, not elsewhere classified (621.8)",C26907,"Other specified disorders of uterus, not elsewhere classified ",2019-11-27 16:17:07.189885,,,,,,
3416,Legacy Codes - CTEP,10004594,Bile duct cancer nonresectable,C7892,,2019-11-27 16:17:07.189885,,,,,,
2005,ICD10,C25,Malignant neoplasm of pancreas,C9005,,2019-11-27 16:16:29.229898,,,,,,
2047,ICD10,C34.81,Malignant neoplasm of overlapping sites of right bronchus and lung,C4571,,2019-11-27 16:16:29.229898,,,,,,
2613,ICD10,F17.2,Mental and behavioural disorders due to use of tobacco: Dependence syndrome,C54203,,2019-11-27 16:16:29.229898,,,,,,
2972,ICD9,176.2,"Kaposi's sarcoma, palate (176.2)",C6749,"Kaposi's sarcoma, palate ",2019-11-27 16:17:07.189885,,,,,,
2469,ICD10,C92.4,Acute promyelocytic leukaemia [PML],C3182,,2019-11-27 16:16:29.229898,,,,,,
2685,ICD10,Z51.5,Palliative care,C15292,,2019-11-27 16:16:29.229898,,,,,,
2691,ICD10,Z53,"Persons encountering health services for specific procedures, not carried out",C154624,,2019-11-27 16:16:29.229898,,,,,,
3225,ICD9,206.9,Unspecified monocytic leukemia (206.9),C4861,Unspecified monocytic leukemia ,2019-11-27 16:17:07.189885,,,,,,
3388,ICD9,780.52,"Insomnia, unspecified (780.52)",C28286,"Insomnia, unspecified ",2019-11-27 16:17:07.189885,,,,,,
2111,ICD10,C44.319,Basal cell carcinoma of skin of other parts of face,C2921,,2019-11-27 16:16:29.229898,,,,,,
3235,ICD9,208.10,Chronic leukemia of unspecified cell type without mention of having achieved remission (208.10),C3483,Chronic leukemia of unspecified cell type without mention of having achieved remission ,2019-11-27 16:17:07.189885,,,,,,
3704,SDC,10033159,Ovarian epithelial cancer,C4908,,2019-11-27 16:17:07.189885,,,,,,
2165,ICD10,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,C9335,,2019-11-27 16:16:29.229898,,,,,,
2591,ICD10,D48.5,Neoplasm of uncertain or unknown behaviour: Skin,C3372,,2019-11-27 16:16:29.229898,,,,,,
3356,ICD9,478.20,Unspecified disease of pharynx (478.20),C26850,Unspecified disease of pharynx ,2019-11-27 16:17:07.189885,,,,,,
3366,ICD9,530.84,Tracheoesophageal fistula (530.84),C35080,Tracheoesophageal fistula ,2019-11-27 16:17:07.189885,,,,,,
3795,SDC,10065908,Cystadenocarcinoma of the pancreas,C3874,,2019-11-27 16:17:07.189885,,,,,,
1958,ICD10,C15.0,Malignant neoplasm: Cervical part of oesophagus,C4763,,2019-11-27 16:16:29.229898,,,,,,
2516,ICD10,D00.05,Carcinoma in situ of hard palate,C4587,,2019-11-27 16:16:29.229898,,,,,,
2483,ICD10,C93,Monocytic leukaemia,C4861,,2019-11-27 16:16:29.229898,,,,,,
2221,ICD10,C62.90,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",C7251,,2019-11-27 16:16:29.229898,,,,,,
3335,ICD9,238.8,Neoplasm of uncertain behavior of other specified sites (238.8),C65157,Neoplasm of uncertain behavior of other specified sites ,2019-11-27 16:17:07.189885,,,,,,
3267,ICD9,211.5,Benign neoplasm of liver and biliary passages (211.5),C96756,Benign neoplasm of liver and biliary passages ,2019-11-27 16:17:07.189885,,,,,,
2292,ICD10,C77,Secondary and unspecified malignant neoplasm of lymph nodes,C4904,,2019-11-27 16:16:29.229898,,,,,,
2157,ICD10,C49.9,"Malignant neoplasm: Connective and soft tissue, unspecified",C4867,,2019-11-27 16:16:29.229898,,,,,,
3017,ICD9,188.7,Malignant neoplasm of urachus (188.7),C39842,Malignant neoplasm of urachus ,2019-11-27 16:17:07.189885,,,,,,
3274,ICD9,214.8,Lipoma of other specified sites (214.8),C3192,Lipoma of other specified sites ,2019-11-27 16:17:07.189885,,,,,,
3615,SDC,10009251,"Renal cell carcinoma, clear cell adenocarcinoma",C4033,,2019-11-27 16:17:07.189885,,,,,,
3498,Legacy Codes - CTEP,10027105,Medullary thyroid cancer,C3879,,2019-11-27 16:17:07.189885,,,,,,
2064,ICD10,C40.02,Malignant neoplasm of scapula and long bones of left upper limb,C4016,,2019-11-27 16:16:29.229898,,,,,,
3502,Legacy Codes - CTEP,10028534,Myelodysplastic syndrome NOS,C3247,,2019-11-27 16:17:07.189885,,,,,,
3681,SDC,10027452,"Metastases to bone, NOS",C3580,,2019-11-27 16:17:07.189885,,,,,,
2992,ICD9,184,Malignant neoplasm of other and unspecified female genital organs (184),C4913,Malignant neoplasm of other and unspecified female genital organs ,2019-11-27 16:17:07.189885,,,,,,
2356,ICD10,C81.41,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of head, face, and neck",C6913,,2019-11-27 16:16:29.229898,,,,,,
3189,ICD9,204.00,Acute lymphoid leukemia without mention of having achieved remission (204.00),C3167,Acute lymphoid leukemia without mention of having achieved remission ,2019-11-27 16:17:07.189885,,,,,,
3329,ICD9,238.72,Low grade myelodysplastic syndrome lesions (238.72),C3247,Low grade myelodysplastic syndrome lesions ,2019-11-27 16:17:07.189885,,,,,,
2471,ICD10,C92.50,"Acute myelomonocytic leukemia, not having achieved remission",C7463,,2019-11-27 16:16:29.229898,,,,,,
3571,Legacy Codes - CTEP,10065864,"Anaplastic large-cell lymphoma, primary systemic type",C9470,,2019-11-27 16:17:07.189885,,,,,,
2440,ICD10,C86.5,Angioimmunoblastic T-cell lymphoma,C7528,,2019-11-27 16:16:29.229898,,,,,,
3462,Legacy Codes - CTEP,10017986,Gastrointestinal neoplasm NOS,C4890,,2019-11-27 16:17:07.189885,,,,,,
3579,SDC,10000802,"Graft versus host disease, acute",C4980,,2019-11-27 16:17:07.189885,,,,,,
2489,ICD10,C93.10,Chronic myelomonocytic leukemia not having achieved remission,C3178,,2019-11-27 16:16:29.229898,,,,,,
2220,ICD10,C62.9,"Malignant neoplasm: Testis, unspecified",C7251,,2019-11-27 16:16:29.229898,,,,,,
2192,ICD10,C51.2,Malignant neoplasm: Clitoris,C3557,,2019-11-27 16:16:29.229898,,,,,,
2496,ICD10,C94.02,"Acute erythroid leukemia, in relapse",C156723,,2019-11-27 16:16:29.229898,,,,,,
3714,SDC,10034624,"Peripheral T-cell lymphoma, NOS",C4340,,2019-11-27 16:17:07.189885,,,,,,
2327,ICD10,C7A.8,Other malignant neuroendocrine tumors,C3773,,2019-11-27 16:16:29.229898,,,,,,
3624,SDC,10014735,Endometrioid endometrial adenocarcinoma,C6287,,2019-11-27 16:17:07.189885,,,,,,
3597,SDC,10006143,Diffuse brainstem glioma,C8501,,2019-11-27 16:17:07.189885,,,,,,
1970,ICD10,C17,Malignant neoplasm of small intestine,C7523,,2019-11-27 16:16:29.229898,,,,,,
2403,ICD10,C84,Mature T/NK-cell lymphomas,C3468,,2019-11-27 16:16:29.229898,,,,,,
2706,ICD10,Z85.038,Personal history of other malignant neoplasm of large intestine,C18849,,2019-11-27 16:16:29.229898,,,,,,
2976,ICD9,179,"Malignant neoplasm of uterus, part unspecified (179)",C3552,"Malignant neoplasm of uterus, part unspecified ",2019-11-27 16:17:07.189885,,,,,,
2541,ICD10,D14.30,Benign neoplasm of unspecified bronchus and lung,C8531,,2019-11-27 16:16:29.229898,,,,,,
2583,ICD10,D46.C,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,C6867,,2019-11-27 16:16:29.229898,,,,,,
1963,ICD10,C15.9,"Malignant neoplasm: Oesophagus, unspecified",C7478,,2019-11-27 16:16:29.229898,,,,,,
2822,ICD9,152.1,Malignant neoplasm of jejunum (152.1),C7523,Malignant neoplasm of jejunum ,2019-11-27 16:16:29.229898,,,,,,
2529,ICD10,D05.11,Intraductal carcinoma in situ of right breast,C2924,,2019-11-27 16:16:29.229898,,,,,,
3804,SDC,90600120,Choroid plexus carcinoma,C4715,,2019-11-27 16:17:07.189885,,,,,,
3156,ICD9,202.00,"Nodular lymphoma, unspecified site, extranodal and solid organ sites (202.00)",C3209,"Nodular lymphoma, unspecified site, extranodal and solid organ sites ",2019-11-27 16:17:07.189885,,,,,,
2123,ICD10,C44.90,"Unspecified malignant neoplasm of skin, unspecified",C2920,,2019-11-27 16:16:29.229898,,,,,,
3685,SDC,10028500,Cutaneous T-cell lymphoma/Mycosis fungoides,C3246,,2019-11-27 16:17:07.189885,,,,,,
3742,SDC,10042866,Synovial sarcoma,C3400,,2019-11-27 16:17:07.189885,,,,,,
1971,ICD10,C17.0,Malignant neoplasm: Duodenum,C9328,,2019-11-27 16:16:29.229898,,,,,,
2058,ICD10,C38.4,Malignant neoplasm: Pleura,C3547,,2019-11-27 16:16:29.229898,,,,,,
6855,ICD-O-3,9044/3,"Clear cell sarcoma, NOS",C161585,,2022-05-24 23:11:42.495990,,C47.0,"Peripheral nerves and autonomic nervous system of head, face, and neck",9044/3C47.0,Metastatic Clear Cell Sarcoma of Soft Tissue ,CCCT Internal Mapping
2802,ICD9,149.8,Malignant neoplasm of other sites within the lip and oral cavity (149.8),C9316,Malignant neoplasm of other sites within the lip and oral cavity ,2019-11-27 16:16:29.229898,,,,,,
2805,ICD9,150,Malignant neoplasm of esophagus (150),C7478,Malignant neoplasm of esophagus ,2019-11-27 16:16:29.229898,,,,,,
1949,ICD10,C11.9,"Malignant neoplasm: Nasopharynx, unspecified",C9321,,2019-11-27 16:16:29.229898,,,,,,
3375,ICD9,596.6,"Rupture of bladder, nontraumatic (596.6)",C115168,"Rupture of bladder, nontraumatic ",2019-11-27 16:17:07.189885,,,,,,
3491,Legacy Codes - CTEP,10025960,Head and Neck,C4013,,2019-11-27 16:17:07.189885,,,,,,
2661,ICD10,R59,Enlarged lymph nodes,C50764,,2019-11-27 16:16:29.229898,,,,,,
2772,ICD9,145.4,Malignant neoplasm of uvula (145.4),C35177,Malignant neoplasm of uvula ,2019-11-27 16:16:29.229898,,,,,,
1998,ICD10,C22.8,"Malignant neoplasm of liver, primary, unspecified as to type",C34803,,2019-11-27 16:16:29.229898,,,,,,
2370,ICD10,C82.30,"Follicular lymphoma grade IIIa, unspecified site",C7191,,2019-11-27 16:16:29.229898,,,,,,
2492,ICD10,C93.Z0,"Other monocytic leukemia, not having achieved remission",C4861,,2019-11-27 16:16:29.229898,,,,,,
3516,Legacy Codes - CTEP,10030286,Oligodendroglioma,C3288,,2019-11-27 16:17:07.189885,,,,,,
3480,Legacy Codes - CTEP,10023290,Kaposi's sarcoma NOS,C3992,,2019-11-27 16:17:07.189885,,,,,,
6856,ICD-O-3,9110/3,"Mesonephroma, malignant",C185381,,2022-05-24 23:11:42.495990,,C64.9,"Kidney, NOS",9110/3C64.9,Metastatic Mesonephric Adenocarcinoma,CCCT Internal Mapping
2274,ICD10,C74.11,Malignant neoplasm of medulla of right adrenal gland,C4396,,2019-11-27 16:16:29.229898,,,,,,
3317,ICD9,237.6,Neoplasm of uncertain behavior of meninges (237.6),C3229,Neoplasm of uncertain behavior of meninges ,2019-11-27 16:17:07.189885,,,,,,
2276,ICD10,C74.90,Malignant neoplasm of unspecified part of unspecified adrenal gland,C9338,,2019-11-27 16:16:29.229898,,,,,,
1908,ICD10,B25.9,"Cytomegaloviral disease, unspecified",C53649,,2019-11-27 16:16:29.229898,,,,,,
2008,ICD10,C25.2,Malignant neoplasm: Tail of pancreas,C9005,,2019-11-27 16:16:29.229898,,,,,,
6857,ICD-O-3,9823/3,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,C35813,,2022-05-24 23:11:42.495990,,C34.0,Main bronchus,9823/3C34.0,Hematopoietic and Lymphoid System Neoplasm,CCCT Internal Mapping
3347,ICD9,279.52,Chronic graft-versus-host disease (279.52),C4981,Chronic graft-versus-host disease ,2019-11-27 16:17:07.189885,,,,,,
3751,SDC,10046888,"Vaginal cancer, NOS",C3917,,2019-11-27 16:17:07.189885,,,,,,
3145,ICD9,201.61,"Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck (201.61)",C3517,"Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck ",2019-11-27 16:17:07.189885,,,,,,
3705,SDC,10033268,Ovarian tumors of low malignant potential,C4783,,2019-11-27 16:17:07.189885,,,,,,
2218,ICD10,C62,Malignant neoplasm of testis,C7251,,2019-11-27 16:16:29.229898,,,,,,
2224,ICD10,C63.10,Malignant neoplasm of unspecified spermatic cord,C3559,,2019-11-27 16:16:29.229898,,,,,,
3587,SDC,10001886,Alveolar soft part sarcoma,C3750,,2019-11-27 16:17:07.189885,,,,,,
1995,ICD10,C22.3,Malignant neoplasm: Angiosarcoma of liver,C4438,,2019-11-27 16:16:29.229898,,,,,,
2741,ICD9,140.9,"Malignant neoplasm of lip, unspecified, vermilion border (140.9)",C7485,"Malignant neoplasm of lip, unspecified, vermilion border ",2019-11-27 16:16:29.229898,,,,,,
2405,ICD10,C84.00,"Mycosis fungoides, unspecified site",C3246,,2019-11-27 16:16:29.229898,,,,,,
3386,ICD9,756.9,Other and unspecified congenital anomalies of musculoskeletal system (756.9),C89337,Other and unspecified congenital anomalies of musculoskeletal system ,2019-11-27 16:17:07.189885,,,,,,
3319,ICD9,237.73,Schwannomatosis (237.73),C6557,Schwannomatosis ,2019-11-27 16:17:07.189885,,,,,,
2753,ICD9,142.0,Malignant neoplasm of parotid gland (142.0),C3525,Malignant neoplasm of parotid gland ,2019-11-27 16:16:29.229898,,,,,,
2681,ICD10,Z12.11,Encounter for screening for malignant neoplasm of colon,C15549,,2019-11-27 16:16:29.229898,,,,,,
3136,ICD9,201.48,"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites (201.48)",C7258,"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites ",2019-11-27 16:17:07.189885,,,,,,
3507,Legacy Codes - CTEP,10029208,Nervous system neoplasm NOS,C3321,,2019-11-27 16:17:07.189885,,,,,,
2025,ICD10,C32.1,Malignant neoplasm: Supraglottis,C3545,,2019-11-27 16:16:29.229898,,,,,,
3204,ICD9,205.0,"Myeloid leukemia, acute (205.0)",C3171,"Myeloid leukemia, acute ",2019-11-27 16:17:07.189885,,,,,,
3279,ICD9,217,Benign neoplasm of breast (217),C4505,Benign neoplasm of breast ,2019-11-27 16:17:07.189885,,,,,,
3737,SDC,10041071,Small cell lung cancer,C4917,,2019-11-27 16:17:07.189885,,,,,,
6858,ICD-O-3,8450/3,"Papillary cystadenocarcinoma, NOS",C61574,,2022-05-24 23:11:42.495990,,C54.0,Isthmus uteri,8450/3C54.0,Uterine Corpus Cancer,CCCT Internal Mapping
2781,ICD9,146.3,Malignant neoplasm of vallecula (146.3),C7398,Malignant neoplasm of vallecula ,2019-11-27 16:16:29.229898,,,,,,
2311,ICD10,C79.71,Secondary malignant neoplasm of right adrenal gland,C8610,,2019-11-27 16:16:29.229898,,,,,,
6859,ICD-O-3,8015/3,Glassy cell carcinoma,C4825,,2022-05-24 23:11:42.495990,,C09.0,Tonsillar fossa,8015/3C09.0,Tonsillar Carcinoma,CCCT Internal Mapping
1919,ICD10,C02.9,"Malignant neoplasm: Tongue, unspecified",C9345,,2019-11-27 16:16:29.229898,,,,,,
2141,ICD10,C48.2,"Malignant neoplasm: Peritoneum, unspecified",C3538,,2019-11-27 16:16:29.229898,,,,,,
